"Year","Month","Pl_inp_t_C_ha","OA_inp_t_C_ha","TEMP_C","RM_Temp","RAIN_mm","PEVAP_mm","SMD_mm","RM_Moist","PC","RM_PC","DPM_t_C_ha","RPM_t_C_ha","Bio_t_C_ha","Hum_t_C_ha","IOM_t_C_ha","SOC_t_C_ha","CO2_t_C_ha"
1950,7,0.262,0,15.97,2.07012227583139,142.4,128,0,1,1,0.6,0.285202873408211,4.21224475469633,0.641693979639988,31.7153128424159,3.0041,39.8585544501604,16.9855660054331
1950,8,0.262,0,15.78,2.036156506665,72.1,105.5,-7.02500000000001,1,1,0.6,0.257663491561069,4.19291477503774,0.642290491953451,31.7004545191706,3.0041,39.7974232777228,17.3086971778707
1950,9,1.3098,0,13.06,1.56950829037255,79.9,66.1,0,1,1,0.6,0.890551013979614,4.63215874334192,0.64245897201302,31.6889952578958,3.0041,40.8582639872304,17.5576564683631
1950,10,0,0,9.39,1.01361451671987,40.7,33.6,0,1,1,0.6,0.536482063791885,4.56226309395444,0.669952118599119,31.7139755634315,3.0041,40.486772839777,17.9291476158165
1950,11,0,0,5.54,0.550644140309619,112.3,8.1,0,1,1,0.6,0.407365598834915,4.52473553818126,0.677877736367096,31.7199832483711,3.0041,40.3340621217544,18.0818583338392
1950,12,0,0,0.43,0.164347901610844,51,1.9,0,1,1,0.6,0.375229226040728,4.51359481411739,0.679526011841431,31.7210096544693,3.0041,40.2934597064688,18.1224607491247
1951,1,0,0,3.6,0.372304714975622,80.1,6.8,0,1,0,1,0.275140858571331,4.47177890348805,0.683621804685474,31.7223090287302,3.0041,40.1569505954751,18.2589698601184
1951,2,0,0,3.42,0.357728338805622,97.2,15.9,0,1,0,1,0.204215586115216,4.43196514923547,0.684871297016293,31.7205033453839,3.0041,40.0456553777509,18.3702650778426
1951,3,0,0,4.01,0.406762705193934,93.8,42.4,0,1,0,1,0.14550454300371,4.3871245757248,0.684006104801487,31.7157773224683,3.0041,39.9365125459983,18.4794079095952
1951,4,0,0,6.62,0.666421900758159,80.6,65.4,0,1,0,1,0.0835007593270153,4.31463818641223,0.6791898504717,31.7038145488997,3.0041,39.7852433451106,18.6306771104829
1951,5,0,0,9.92,1.08766507411425,65.8,104.2,-12.35,1,1,0.6,0.0484737875277467,4.24481608914926,0.671880330361982,31.6888797233821,3.0041,39.6581499304211,18.7577705251725
1951,6,0,0,13.79,1.690834791189,25.6,117.3,-44.9444,0.2,1,0.6,0.0409331279439398,4.22333875894924,0.669232712778547,31.6838102301415,3.0041,39.6214148298132,18.7945056257803
1951,7,0,0,16.41,2.14937515365832,44.6,133.5,-44.9444,0.2,1,0.6,0.0330163269115246,4.19619375202606,0.665727102295858,31.6771438423182,3.0041,39.5761810235516,18.8397394320419
1951,8,0,0,15.13,1.92119777959194,102.3,106.8,-22.7444,0.910710256298126,1,0.6,0.013765630372835,4.08749800048629,0.650864248109717,31.6481656332004,3.0041,39.4043935121693,19.0115269434243
1951,9,1.2699,0,14.19,1.75860545515935,60,66.9,-12.9194,1,1,0.6,0.755162911213356,4.50153410784063,0.635237372362192,31.6172925230252,3.0041,40.5133269144414,19.1724935411522
1951,10,0,0,8.63,0.911525431826812,44.1,28.3,0,1,0,1,0.353304035248436,4.40011253061299,0.663516542114067,31.6389568475249,3.0041,40.0599899555004,19.6258305000931
1951,11,0,0,8.25,0.862357726475079,113.3,9.6,0,1,0,1,0.172207050902444,4.30626600547729,0.668560328217411,31.6355180409332,3.0041,39.7866514255304,19.8991690300631
1951,12,0,0,5.2,0.516604600244505,46.5,2.8,0,1,0,1,0.111965826435605,4.25100768663051,0.666284108951826,31.6276050549918,3.0041,39.6609626770097,20.0248577785838
1952,1,0,0,2.8,0.310098124786234,44.4,2.8,0,1,0,1,0.0864683628499896,4.21817936326403,0.663773599183274,31.6215429831079,3.0041,39.5940643084052,20.0917561471883
1952,2,0,0,2.7,0.302789556242578,24.8,16.6,0,1,0,1,0.0671852661275315,4.1863693952962,0.660760270372057,31.6149209371145,3.0041,39.5333358689103,20.1524845866832
1952,3,0,0,6.36,0.637499369817205,94.5,44.6,0,1,0,1,0.0394962011785464,4.12017806174369,0.653301399453901,31.5993176967682,3.0041,39.4163933591443,20.2694270964492
1952,4,0,0,9.7,1.05664903951681,59.4,79.6,-0.299999999999997,1,1,0.6,0.0232866439416431,4.05538912891619,0.644849524142969,31.5823053291334,3.0041,39.3099306261343,20.3758898294593
1952,5,0,0,13.3,1.60905000973525,65.9,111.6,-18.1,1,1,0.6,0.0104161237896346,3.95868102606395,0.631240584066085,31.5546999793587,3.0041,39.1591377132784,20.5266827423151
1952,6,0,0,14.62,1.83242113654081,31.6,122.6,-44.9444,0.2,1,0.6,0.00867211630625972,3.93697881973457,0.627992993170996,31.5482333338081,3.0041,39.1259772630199,20.5598431925736
1952,7,0,0,16.97,2.25138199236546,17.4,139.9,-44.9444,0.2,1,0.6,0.00692386858204144,3.91047748775555,0.6240002916696,31.5402173186891,3.0041,39.0857189666963,20.6001014888972
1952,8,1.1744,0,16.21,2.11325000442471,87.5,109.6,-39.6444,0.369674070197301,1,0.6,0.697773533379888,4.34623262316161,0.61711763493882,31.5261507646452,3.0041,40.1913745561255,20.668845899468
1952,9,0,0,10.96,1.2394279110678,86.9,60.8,0,1,0,1,0.24839941793884,4.21362662685931,0.646529122409396,31.5433590865163,3.0041,39.6560142537238,21.2042062018697
1952,10,0,0,8.47,0.890667837689756,80.8,31,0,1,0,1,0.118251629658038,4.12083994402123,0.646255746281332,31.532531927511,3.0041,39.4219792474716,21.438241208122
1952,11,0,0,3.46,0.360938430783409,83.9,7.5,0,1,0,1,0.0875344808929617,4.08382296823165,0.643681991329896,31.5254593154978,3.0041,39.3445987559523,21.5156216996412
1952,12,0,0,2.17,0.265780608033847,57.8,1.4,0,1,0,1,0.0701439067908809,4.05677789464526,0.641243721048003,31.5196006910318,3.0041,39.2918662135159,21.5683542420776
1953,1,0,0,2.8,0.310098124786234,34.2,7.1,0,1,0,1,0.0541703569490291,4.02544950703254,0.637984484886687,31.5122183886529,3.0041,39.2339227375211,21.6262977180724
1953,2,0,0,3.46,0.360938430783409,44.8,17.8,0,1,0,1,0.0400990167241844,3.98928941128309,0.633771954484895,31.5030433595847,3.0041,39.1703037420769,21.6899167135166
1953,3,0,0,5.09,0.505842566450352,20.8,45.5,-13.325,1,0,1,0.0263065074826071,3.93915825046006,0.62737375276597,31.4893979231714,3.0041,39.08633643388,21.7738840217135
1953,4,0,0,7.38,0.754691518727931,66.3,70,0,1,0,1,0.0140259157365525,3.86553374875836,0.617252425794211,31.4678774638134,3.0041,38.9687895541025,21.891430901491
1953,5,0,0,12.39,1.46100500896929,44.7,109.5,-37.425,0.440725887441807,1,0.6,0.0101650501215868,3.82837805653581,0.611841056946376,31.4565037147149,3.0041,38.9109878783187,21.9492325772748
1953,6,0,0,13.62,1.66230334448687,54.3,123.4,-44.9444,0.2,1,0.6,0.00860828441302284,3.80933380504624,0.609010173967795,31.4505611692212,3.0041,38.8816134326482,21.9786070229453
1953,7,0,0,15.51,1.98816682893805,79.8,128.4,-44.9444,0.2,1,0.6,0.00705621197827759,3.7866806562278,0.605620652609144,31.443398753284,3.0041,38.8468562740992,22.0133641814943
1953,8,0,0,16.17,2.10604501483806,78.9,106.9,-44.9444,0.2,1,0.6,0.00571619777116073,3.76283131747919,0.602028838168147,31.4357545349336,3.0041,38.8104308883521,22.0497895672414
1953,9,1.3533,0,13.69,1.67403164718773,46.6,62.3,-44.9444,0.2,1,0.6,0.803503947058739,4.29861254156582,0.599170870256139,31.4296418016935,3.0041,40.1350291605742,22.0784912950193
1953,10,0,0,9.46,1.02326275069737,65.2,31.5,-3.36939999999999,1,0,1,0.342497082214076,4.19004191352725,0.633220433241752,31.4545496170408,3.0041,39.6244090460239,22.5891114095696
1953,11,0,0,8.01,0.831967293180317,42.3,11.5,0,1,0,1,0.171221332373886,4.10379253538114,0.638467827347142,31.450372250444,3.0041,39.3679539455462,22.8455665100473
1953,12,0,0,6.6,0.664173759578455,23.9,4.8,0,1,0,1,0.0984431208364651,4.03621435079931,0.635747581846883,31.4392690658709,3.0041,39.2137741193536,22.9997463362399
1954,1,0,0,2.25,0.271181203326468,42.1,7.3,0,1,1,0.6,0.0859605376396316,4.01982951586811,0.634471113538854,31.4358949595126,3.0041,39.1802561265592,23.0332643290343
1954,2,0,0,2.19,0.267124585721483,61.4,15,0,1,1,0.6,0.0752131462947824,4.00375481257668,0.633058959465872,31.4323777985793,3.0041,39.1485047169166,23.0650157386769
1954,3,0,0,5.51,0.547593713962532,67.4,41.2,0,1,1,0.6,0.0571985859224942,3.97100304218123,0.62980380508123,31.4246577321589,3.0041,39.0867631653438,23.1267572902497
1954,4,0,0,6.77,0.683406217348879,8,68.3,-43.225,0.255044829490045,1,0.6,0.0524247897011714,3.96063446123176,0.628660850937749,31.4220795420568,3.0041,39.0678996439275,23.145620811666
1954,5,0,0,11.03,1.2499372981212,74.2,111.3,-44.9444,0.2,1,0.6,0.0462650046192943,3.94581063766469,0.626960894386881,31.4182928916803,3.0041,39.0414294283512,23.1720910272423
1954,6,0,0,13.57,1.65394321189327,79,123.5,-44.9444,0.2,1,0.6,0.0392123408304769,3.92628068971174,0.624615462162734,31.4131389390428,3.0041,39.0073474317478,23.2061730238457
1954,7,0,0,14.49,1.81000238121386,62.8,129.6,-44.9444,0.2,1,0.6,0.0327201558948108,3.90501873604115,0.621940757282761,31.4073367901092,3.0041,38.9711164393279,23.2424040162656
1954,8,2.0911,0,14.73,1.85145872759867,98,105.5,-26.0694,0.804263787730951,1,0.6,1.249632476591,4.67577163556762,0.610459127800936,31.3821351159174,3.0041,40.9220983558769,23.3825220997166
1954,9,0,0,13.07,1.57114891610076,53.7,60.8,-17.9694,1,0,1,0.337415127603339,4.49567346451412,0.684743163193566,31.4465946911509,3.0041,39.9685264464619,24.3360940091316
1954,10,0,0,11.93,1.38818995250353,70.1,33.2,0,1,0,1,0.106111353188581,4.34232853546763,0.68613932542661,31.4346496430251,3.0041,39.573328857108,24.7312915984855
1954,11,0,0,6.63,0.667547424247573,114.4,10.8,0,1,1,0.6,0.0759986314111736,4.29906484773948,0.68232770488059,31.4267477083726,3.0041,39.4882388924039,24.8163815631896
1954,12,0,0,6.28,0.62873289666244,64.9,4.7,0,1,1,0.6,0.0554981054450911,4.25871098293809,0.677958215866344,31.4183134254747,3.0041,39.4145807297242,24.8900397258693
1955,1,0,0,2.12,0.262438647962885,71.7,6.6,0,1,1,0.6,0.0486732481601356,4.24197918229248,0.675948400581934,31.4145725793244,3.0041,39.385273410359,24.9193470452345
1955,2,0,0,0.91,0.189313016205701,42.4,13.4,0,1,1,0.6,0.0442773408055077,4.22995034139165,0.674447331929218,31.4118056629696,3.0041,39.364580677096,24.9400397784975
1955,3,0,0,2.61,0.296300425107292,32.3,38.2,0,1,1,0.6,0.0381804207882876,4.21119201675208,0.672034573298693,31.4073712065683,3.0041,39.3328782174073,24.9717422381862
1955,4,0.3022,0,9.21,0.988992326028335,13.1,76.6,-44.35,0.219029107042505,1,0.6,0.212608750159926,4.32138337551745,0.670220168147585,31.4040579190502,3.0041,39.6123702128752,24.9944502427183
1955,5,0.3022,0,9.68,1.0538488367628,121.6,102.7,0,1,1,0.6,0.303875586585112,4.37746165126634,0.668797391023826,31.3962015549601,3.0041,39.7504361838354,25.1585842717581
1955,6,0.3022,0,13.72,1.67906662983466,57.5,120.5,-32.875,0.586389476007414,1,0.6,0.364083271986631,4.43713929183571,0.67132171637428,31.3933671501282,3.0041,39.8700114303249,25.3412090252687
1955,7,0.3022,0,17.12,2.27891053531292,10.4,133.2,-44.9444,0.2,1,0.6,0.468234646868623,4.53075968244054,0.674420338723365,31.394463953203,3.0041,40.0719786212355,25.441441834358
1955,8,0.3022,0,17.89,2.42149343066256,23.7,118.1,-44.9444,0.2,1,0.6,0.545883150057959,4.62181778822284,0.679969208518392,31.3983296635344,3.0041,40.2500998103336,25.5655206452599
1955,9,1.511,0,14.05,1.73478548473967,45.5,66.8,-44.9444,0.2,1,0.6,1.35068087662783,5.21708897934736,0.685430955507206,31.4029365153524,3.0041,41.6602373268348,25.6663831287587
1955,10,0,0,8.86,0.941899395242588,61.2,28.9,-5.41939999999999,1,1,0.6,0.843377277771715,5.14389764408567,0.728756940256342,31.4488585297512,3.0041,41.1689903918649,26.1576300637286
1955,11,0,0,6.41,0.643010229431032,44.2,11,0,1,1,0.6,0.611496532733186,5.094522460409,0.745735533165254,31.466536326126,3.0041,40.9223908524335,26.40422960316
1955,12,0,0,5.39,0.535482697524936,61.1,2.2,0,1,1,0.6,0.467859452782832,5.05376593320042,0.754510938696835,31.4753263719593,3.0041,40.7555626966394,26.5710577589541
1956,1,0,0,3.38,0.354534878846153,105.3,6,0,1,0,1,0.348180910995092,5.0091704510018,0.760059972535963,31.4803513713284,3.0041,40.6018627058613,26.7247577497322
1956,2,0,0,-1.44,0.0876547965019712,24.5,13,0,1,0,1,0.323654484244744,4.99820552408201,0.760862240609849,31.4809856638428,3.0041,40.5678079127794,26.7588125428141
1956,3,0,0,5.85,0.582693862846823,25.2,42.4,-6.6,1,0,1,0.199157968441172,4.92592269473443,0.762475911351363,31.4804929974757,3.0041,40.3721495720026,26.9544708835909
1956,4,0,0,6.17,0.616781598945545,36,69.4,-22.65,0.913732375586168,0,1,0.124518449215966,4.85700636270756,0.759215951585566,31.4744295022444,3.0041,40.2192702657534,27.1073501898401
1956,5,0,0,11.88,1.38036078275315,12,109.5,-44.9444,0.2,1,0.6,0.108463944947584,4.83693468730728,0.75759885318744,31.4719259396753,3.0041,40.1790234251176,27.1475970304759
1956,6,0,0,12.74,1.51733326893314,69.4,119,-44.9444,0.2,1,0.6,0.0931941066414345,4.81496699793619,0.755586693000927,31.4688765182156,3.0041,40.1367243157942,27.1898961397993
1956,7,0,0,15.72,2.02546368029654,104,128.3,-37.1694,0.448908659581888,1,0.6,0.0591490419510665,4.74974279628101,0.748557877074937,31.4582443594644,3.0041,40.0197940747714,27.3068263808221
1956,8,0,0,13.6,1.65895756327472,111.1,101.2,-1.96940000000001,1,1,0.6,0.0258053442439975,4.63300694276644,0.73334971756947,31.4350607996233,3.0041,39.8313228042032,27.4952976513903
1956,9,0,0,14.1,1.74328036669633,68.3,66.6,0,1,1,0.6,0.0107934711519925,4.51342775624911,0.715823973039547,31.4078625146505,3.0041,39.6520077150911,27.6746127405024
1956,10,0,0,8.9,0.947228504287795,45.9,26.6,0,1,1,0.6,0.0067216064177327,4.44975247891419,0.705972959549258,31.3924226781692,3.0041,39.5589697230504,27.7676507325431
1956,11,2.5978,0,5.3,0.52649487011116,30.1,6.6,0,1,1,0.6,1.53829377093958,5.47942143164137,0.700461356889827,31.3837035630848,3.0041,42.1059801225555,27.818440333038
1956,12,0,0,5.4,0.536486399538762,77.2,6.5,0,1,0,1,0.983735579208017,5.40642119449286,0.748977415587713,31.4365165583559,3.0041,41.5797507476445,28.344669707949
1957,1,0,0,5.2,0.516604600244505,43.4,6.6,0,1,0,1,0.639606604624633,5.33704560417742,0.775027573423457,31.4646720830236,3.0041,41.2204518652491,28.7039685903444
1957,2,0,0,5.56,0.55268278801589,73,16.5,0,1,0,1,0.403543511493873,5.26381038624189,0.788657552846636,31.4789425704796,3.0041,40.939054021062,28.9853664345316
1957,3,0,0,9.12,0.976783286283312,40.7,50.8,0,1,0,1,0.178805432461174,5.13682708574366,0.792668601667102,31.4808712751067,3.0041,40.5932723949787,29.3311480606149
1957,4,0,0,8.37,0.877746354560321,17.9,75.9,-39.025,0.389503526627528,1,0.6,0.150709718842604,5.11055143269204,0.791319047009744,31.4789653792981,3.0041,40.5356455778425,29.388774877751
1957,5,0,0,9.99,1.09761540296285,38.4,106.6,-44.9444,0.2,1,0.6,0.135043109160771,5.0937508488315,0.790201814980214,31.4774494113362,3.0041,40.5005451843087,29.4238752712848
1957,6,0,0,15.23,1.93875486715824,60.7,124.2,-44.9444,0.2,1,0.6,0.111243174667997,5.06421023736433,0.787857724709344,31.474288717775,3.0041,40.4416998545167,29.4827206010768
1957,7,0,0,16.75,2.21116113592111,72.8,138.8,-44.9444,0.2,1,0.6,0.0891751536511817,5.03072805730087,0.784685273538027,31.4700479938091,3.0041,40.3787364782992,29.5456839772943
1957,8,1.8087,0,15.39,1.96694526921312,96.8,110.9,-31.3194,0.636190416309097,1,0.6,1.11512927883373,5.67845109756563,0.773945942695667,31.4553494097384,3.0041,42.0269757288334,29.7061447267601
1957,9,0,0,12.74,1.51733326893314,78.7,67.1,-2.9444,1,0,1,0.314908220077664,5.46708282468522,0.82947139127014,31.5138284414722,3.0041,41.1293908775053,30.6037295780882
1957,10,0,0,10.88,1.22746151889141,61.8,34.2,0,1,0,1,0.113227224102714,5.30186492739733,0.824789980500789,31.5074956033624,3.0041,40.7514777353632,30.9816427202303
1957,11,0,0,6,0.598546118474744,53.3,9.7,0,1,0,1,0.0687590387339933,5.22312028364384,0.816558495171508,31.4977723622406,3.0041,40.6103101797899,31.1228102758036
1957,12,0,0,3.83,0.391419959832174,74.2,4,0,1,0,1,0.0496215343870374,5.17225870417844,0.810165754074195,31.49014206327,3.0041,40.5262880559096,31.2068323996839
1958,1,0,0,3.4,0.356129529790192,76.8,8.2,0,1,0,1,0.0368792953661053,5.12641324204564,0.803926865888946,31.4825801041923,3.0041,40.453899507493,31.2792209481005
1958,2,0,0,4.86,0.483738490197287,72.7,21.1,0,1,0,1,0.0246440350125117,5.06479052404133,0.79508238158265,31.4716031680218,3.0041,40.3602201086583,31.3729003469352
1958,3,0,0,3.51,0.364974433300767,57,37.4,0,1,0,1,0.0181812259923598,5.01878773991873,0.788187973959477,31.4629207151838,3.0041,40.2921776550543,31.4409428005392
1958,4,0,0,7.16,0.728575297738795,36.3,76.2,-20.85,0.971357531502232,0,1,0.0100808098720127,4.930772852105,0.774737895622858,31.445365450182,3.0041,40.1650570077819,31.5680634478116
1958,5,0,0,11.52,1.32449895039587,50.7,109.8,-44.9444,0.2,1,0.6,0.00883025337347436,4.91121931538856,0.77165067898997,31.441328260685,3.0041,40.1371285084371,31.5959919471565
1958,6,0,0,13.99,1.72460972752498,138.8,122,0,1,1,0.6,0.00372802590311402,4.78579951220233,0.75213192126843,31.4143519550787,3.0041,39.9601114144526,31.7730090411409
1958,7,0,0,15.86,2.05043852105824,64.9,130.6,-33.05,0.580787030293353,1,0.6,0.0020553472162141,4.70106969097699,0.738715353980973,31.3952392840672,3.0041,39.8411796762414,31.8919407793521
1958,8,0,0,15.78,2.036156506665,63.8,106.4,-44.9444,0.2,1,0.6,0.00167670263025648,4.67244087819323,0.734117717438562,31.3886353969405,3.0041,39.8009706952025,31.932149760391
1958,9,1.3139,0,14.93,1.88622920437833,79.2,64.6,-14.1944,1,1,0.6,0.776069323374381,5.08057774219213,0.713744010212332,31.3575753052846,3.0041,40.9320663810635,32.11495407453
1958,10,0,0,10.48,1.16834960657074,69.6,30.5,0,1,0,1,0.293130287757608,4.93432676808003,0.744179833558465,31.384450380119,3.0041,40.3601872695151,32.6868331860784
1958,11,0,0,5.96,0.594296992900492,54.1,7.7,0,1,0,1,0.178639477778978,4.86155730112396,0.744935349877932,31.3823597673269,3.0041,40.1715918961078,32.8754285594857
1958,12,0,0,4.39,0.440254769770211,86.1,3.6,0,1,0,1,0.123778132556706,4.80834259392612,0.742288796744647,31.3771549216298,3.0041,40.0556644448572,32.9913560107363
1959,1,0,0,0.98,0.193142764136502,98.1,1.2,0,1,1,0.6,0.112383746997277,4.7944323050005,0.741249343642657,31.3754112872095,3.0041,40.0275766828499,33.0194437727436
1959,2,0,0,3.61,0.373124386605672,16.2,16.3,0,1,1,0.6,0.0932568145401936,4.76767346348056,0.738971115915765,31.3716808040447,3.0041,39.9756821979812,33.0713382576123
1959,3,0,0,6.9,0.698301162047086,61.6,42.3,0,1,1,0.6,0.0657728114445182,4.71799501776341,0.733946920580923,31.3636453686187,3.0041,39.8854601184075,33.161560337186
1959,4,0,0,9.47,1.02464438446152,61.4,76.8,0,1,1,0.6,0.0394046709291531,4.64603542525193,0.725324054364874,31.3500488763169,3.0041,39.7649130268628,33.2821074287307
1959,5,0,0,11.83,1.37254866852972,19.4,108.5,-44.9444,0.2,1,0.6,0.0343509437880513,4.62694402882199,0.72278691316811,31.3461442399492,3.0041,39.7343261257273,33.3126943298662
1959,6,0,0,14.84,1.8705576897158,28.7,124,-44.9444,0.2,1,0.6,0.0284905862289263,4.60105184879493,0.719252558929152,31.3406812323293,3.0041,39.6935762262823,33.3534442293112
1959,7,0,0,17.35,2.32128188270068,68.1,134.3,-44.9444,0.2,1,0.6,0.0225886041212778,4.56912213972002,0.714768994873038,31.3337082746547,3.0041,39.644288013369,33.4027324422245
1959,8,2.029,0,17.33,2.3175898224516,32.6,111.7,-44.9444,0.2,1,0.6,1.21535848654059,5.36902164633203,0.710206407976067,31.3265687564661,3.0041,41.6252552973148,33.4507651582787
1959,9,0,0,14.35,1.78595773313663,4.7,66.7,-44.9444,0.2,0,1,0.902469361105352,5.32129084783573,0.736445439464428,31.3549463876075,3.0041,41.319252036013,33.7567684195805
1959,10,0,0,11.85,1.37567146260994,55.3,31.8,-13.4944,1,0,1,0.286787595159681,5.14139337790922,0.776636543874299,31.3933175663536,3.0041,40.6022350832968,34.4737853722967
1959,11,0,0,6.38,0.63970078074078,59.9,9.8,0,1,1,0.6,0.208281694686206,5.09229501621471,0.777115398758093,31.3928482510876,3.0041,40.4746403607466,34.6013800948469
1959,12,0,0,5.46,0.542529809884423,98.3,5.4,0,1,1,0.6,0.158796984588626,5.05102235365997,0.775714608080512,31.3903643078123,3.0041,40.3799982541414,34.6960222014521
1960,1,0,0,3.5,0.364165153996494,82.2,5.9,0,1,1,0.6,0.132362448662065,5.0235064794999,0.774054785683712,31.3878644804033,3.0041,40.3218881942489,34.7541322613446
1960,2,0,0,4.08,0.412820035600598,63.1,18.1,0,1,1,0.6,0.107676780330118,4.99249553129163,0.771644211081502,31.3843747805793,3.0041,40.2602913032825,34.815729152311
1960,3,0,0,5.75,0.572250169907433,47.4,46.1,0,1,1,0.6,0.0808834217356911,4.9498245854731,0.767588050874067,31.3786042930105,3.0041,40.1810003510934,34.8950201045001
1960,4,0.2594,0,8.59,0.906289985464036,13.5,75.8,-43.35,0.251043082551429,1,0.6,0.225274802004833,5.0392722530281,0.76576367816646,31.3760643245355,3.0041,40.4104750577348,34.9249453978587
1960,5,0.2594,0,12.5,1.47862354663081,45.8,112.8,-44.9444,0.2,1,0.6,0.347399267378554,5.1232796741271,0.765458250772294,31.3751584857781,3.0041,40.615395678056,34.9794247775375
1960,6,0.2594,0,15.56,1.99702879506593,98.2,120.1,-36.8194,0.460113551010013,1,0.6,0.372521040304466,5.15946189973494,0.768048367434519,31.3762210928523,3.0041,40.6803524003262,35.1738680552673
1960,7,0.2594,0,15.08,1.91243732457224,86.9,131.3,-44.9444,0.2,1,0.6,0.460765295802599,5.2362566868003,0.770234741365766,31.3780978193228,3.0041,40.8494545432915,35.264165912302
1960,8,0.2594,0,14.95,1.88971722614626,95.2,105,-28.4944,0.726629897121809,1,0.6,0.384993170183571,5.2358207405731,0.778175409207992,31.3844201891733,3.0041,40.787509509138,35.5855109464556
1960,9,1.2972,0,13.05,1.56786827378584,110.8,60,0,1,1,0.6,0.941350894222101,5.64576060138708,0.781664782294682,31.3854111199128,3.0041,41.7582873978167,35.9119330577768
1960,10,0,0,10.19,1.12625936831811,119.7,31.7,0,1,1,0.6,0.536027936981699,5.55118288206692,0.810592701991366,31.4175200525855,3.0041,41.3194235736255,36.3507968819681
1960,11,0,0,7.33,0.748716067333852,82.7,5.8,0,1,1,0.6,0.36864283456225,5.48918776200454,0.818596311100212,31.4266244478906,3.0041,41.1071513555576,36.563069100036
1960,12,0,0,3.81,0.389735958931369,104.5,0.9,0,1,1,0.6,0.303372149431411,5.45719137136789,0.820360955999373,31.4287303438812,3.0041,41.0137548206798,36.6564656349137
1961,1,0,0,3.59,0.371486082434239,64.8,8.8,0,1,0,1,0.222602692054116,5.40674422303896,0.820813683195762,31.4292857089421,3.0041,40.883546307231,36.7866741483626
1961,2,0,0,7.16,0.728575297738795,60.2,19.7,0,1,0,1,0.121297044568003,5.30915517612515,0.816012225653048,31.4233562443537,3.0041,40.6739206906999,36.9962997648937
1961,3,0,0,7.96,0.825701375106469,25.4,42.8,-6.7,1,0,1,0.060956346189648,5.20068416787004,0.805080510924558,31.4098391382035,3.0041,40.4806601631878,37.1895602924057
1961,4,0,0,9.68,1.0538488367628,70,76.2,0,1,0,1,0.0253290157907042,5.06545500461089,0.787390473237972,31.3871742443118,3.0041,40.2694487379513,37.4007717176422
1961,5,0,0,10.55,1.17860660643601,26.9,105.7,-44.9444,0.2,1,0.6,0.0225129330688773,5.04757609533952,0.784773676926332,31.3838668712352,3.0041,40.2428295765699,37.4273908790236
1961,6,0,0,14.49,1.81000238121386,38.4,122.4,-44.9444,0.2,1,0.6,0.0187855829073734,5.02024200041118,0.780726842994818,31.3786971867522,3.0041,40.2025516130655,37.467668842528
1961,7,0,0,15.36,1.96165036993465,53.3,132.7,-44.9444,0.2,1,0.6,0.0154394306979241,4.99078488354047,0.776304309966089,31.3729865399217,3.0041,40.1596151641261,37.5106052914674
1961,8,0,0,15.81,2.04150893859021,78.5,109.4,-44.9444,0.2,1,0.6,0.0125883751148919,4.96031209863599,0.771674080299471,31.3669406722346,3.0041,40.115615226285,37.5546052293085
1961,9,0,0,15.24,1.94051321157481,75.4,69.5,-21.6694,0.94512527997022,1,0.6,0.00503170922208316,4.82571176746121,0.751316101333665,31.3387672949011,3.0041,39.9249268729181,37.7452935826754
1961,10,0,0,10.53,1.17567220836429,91,31.8,0,1,1,0.6,0.00279525581341732,4.74135593653139,0.738214880032761,31.3201281771961,3.0041,39.8065942495737,37.8636262060198
1961,11,2.5972,0,5.76,0.573290046362615,76.8,9.3,0,1,1,0.6,1.53487238759309,5.76518439100148,0.731827063999746,31.3109197902567,3.0041,42.346903632851,37.9205168227425
1961,12,0,0,1.92,0.249327245950547,108.4,2,0,1,0,1,1.24691753962418,5.72936071605071,0.757194612686051,31.3393911284118,3.0041,42.0769639967727,38.1904564588208
1962,1,0,0,3.99,0.405041364799995,89.4,7,0,1,0,1,0.889709803276361,5.67163775949331,0.786649760698725,31.3724027022567,3.0041,41.7245000257251,38.5429204298684
1962,2,0,0,4.14,0.418052423080264,24.2,23.6,0,1,0,1,0.627986284704923,5.61267039167502,0.805496266276311,31.3936663541443,3.0041,41.4439192968005,38.823501158793
1962,3,0,0,2.21,0.268472676466053,52.2,38.9,0,1,0,1,0.502095879361958,5.57512531440856,0.812978151862727,31.402265233714,3.0041,41.2965645793472,38.9708558762463
1962,4,0,0,7.38,0.754691518727931,54.4,72.8,-0.199999999999996,1,1,0.6,0.344276576859656,5.51236870186463,0.819909803951005,31.4101870818983,3.0041,41.0908421645736,39.17657829102
1962,5,0,0,9.81,1.07210821228426,69.1,103.6,-8.79999999999999,1,1,0.6,0.201419788604463,5.42442986041445,0.821261177580782,31.4115739919252,3.0041,40.8627848185249,39.4046356370687
1962,6,0,0,13.15,1.58429577684685,7.8,116.6,-44.9444,0.2,1,0.6,0.171908378716753,5.39870932826991,0.820231285923462,31.4104418555357,3.0041,40.8053908484458,39.4620296071478
1962,7,0,0,14.68,1.84279762115683,60.6,134.5,-44.9444,0.2,1,0.6,0.142976730164047,5.36894549104649,0.818486669205494,31.4084594094674,3.0041,40.7429682998834,39.5244521557101
1962,8,1.9732,0,14.69,1.84452882445201,86.6,108.2,-39.4944,0.374476166523639,1,0.6,1.26573344754847,6.12229365735218,0.814024672880215,31.4031877095357,3.0041,42.6093394873166,39.631280968277
